date,Usage.kWh.,Lagging.Current.Reactive.Power..kVarh.,Leading.Current.Reactive.Power..kVarh.,CO2(tCO2),Lagging.Current.Power.Factor....,Leading.Current.Power.Factor....,NSM,WeekStatus,Day_of_week,Load_Type
25/01/2018 14:30,78.12,33.34,0,0.04,91.97,100,52200,Weekday,Thursday,Medium_Load
25/01/2018 14:45,76.18,31.28,0,0.03,92.51,100,53100,Weekday,Thursday,Medium_Load
25/01/2018 15:00,81.65,37.94,0,0.04,90.69,100,54000,Weekday,Thursday,Medium_Load
25/01/2018 15:15,81,38.02,0,0.04,90.52,100,54900,Weekday,Thursday,Medium_Load
25/01/2018 15:30,76.93,37.66,0,0.04,89.82,100,55800,Weekday,Thursday,Medium_Load
25/01/2018 15:45,68.04,27.11,0,0.03,92.9,100,56700,Weekday,Thursday,Medium_Load
25/01/2018 16:00,68.58,25.67,0,0.03,93.65,100,57600,Weekday,Thursday,Medium_Load
25/01/2018 16:15,85.9,43.78,0,0.04,89.1,100,58500,Weekday,Thursday,Medium_Load
25/01/2018 16:30,87.73,40.75,0,0.04,90.69,100,59400,Weekday,Thursday,Medium_Load
25/01/2018 16:45,98.82,49.46,0,0.05,89.42,100,60300,Weekday,Thursday,Medium_Load
25/01/2018 17:00,96.84,47.88,0,0.04,89.64,100,61200,Weekday,Thursday,Medium_Load
25/01/2018 17:15,74.7,26.93,0,0.03,94.07,100,62100,Weekday,Thursday,Maximum_Load
25/01/2018 17:30,64.26,16.6,0,0.03,96.82,100,63000,Weekday,Thursday,Maximum_Load
25/01/2018 17:45,38.05,0.61,7.34,0.02,99.99,98.19,63900,Weekday,Thursday,Maximum_Load
25/01/2018 18:00,33.7,0,9.36,0.02,100,96.35,64800,Weekday,Thursday,Maximum_Load
25/01/2018 18:15,41.54,16.38,0.79,0.02,93.03,99.98,65700,Weekday,Thursday,Maximum_Load
25/01/2018 18:30,58.21,31.9,0,0.03,87.69,100,66600,Weekday,Thursday,Maximum_Load
25/01/2018 18:45,63.9,21.13,0,0.03,94.94,100,67500,Weekday,Thursday,Maximum_Load
25/01/2018 19:00,64.3,19.3,0,0.03,95.78,100,68400,Weekday,Thursday,Maximum_Load
25/01/2018 19:15,57.6,14.44,0,0.03,97,100,69300,Weekday,Thursday,Maximum_Load
25/01/2018 19:30,54.94,12.64,0,0.03,97.45,100,70200,Weekday,Thursday,Maximum_Load
25/01/2018 19:45,71.21,23.18,0,0.03,95.09,100,71100,Weekday,Thursday,Maximum_Load
25/01/2018 20:00,69.16,21.38,0,0.03,95.54,100,72000,Weekday,Thursday,Maximum_Load
25/01/2018 20:15,57.28,14.15,0,0.03,97.08,100,72900,Weekday,Thursday,Medium_Load
25/01/2018 20:30,57.1,14.22,0,0.03,97.04,100,73800,Weekday,Thursday,Medium_Load
25/01/2018 20:45,51.12,7.13,0,0.02,99.04,100,74700,Weekday,Thursday,Medium_Load
25/01/2018 21:00,44.89,2.84,1.15,0.02,99.8,99.97,75600,Weekday,Thursday,Medium_Load
25/01/2018 21:15,43.63,2.63,1.51,0.02,99.82,99.94,76500,Weekday,Thursday,Medium_Load
25/01/2018 21:30,39.64,1.4,2.59,0.02,99.94,99.79,77400,Weekday,Thursday,Medium_Load
25/01/2018 21:45,39.28,0.86,2.27,0.02,99.98,99.83,78300,Weekday,Thursday,Medium_Load
25/01/2018 22:00,40.21,1.15,1.98,0.02,99.96,99.88,79200,Weekday,Thursday,Medium_Load
25/01/2018 22:15,40.46,13.18,0.22,0.02,95.08,100,80100,Weekday,Thursday,Maximum_Load
25/01/2018 22:30,35.89,27.43,0,0.02,79.45,100,81000,Weekday,Thursday,Maximum_Load
25/01/2018 22:45,38.34,29.27,0,0.02,79.48,100,81900,Weekday,Thursday,Maximum_Load
25/01/2018 23:00,40.72,31.61,0,0.02,78.99,100,82800,Weekday,Thursday,Maximum_Load
25/01/2018 23:15,38.63,28.69,0,0.02,80.28,100,83700,Weekday,Thursday,Light_Load
25/01/2018 23:30,35.17,25.45,0,0.02,81.01,100,84600,Weekday,Thursday,Light_Load
25/01/2018 23:45,41.04,31,0,0.02,79.79,100,85500,Weekday,Thursday,Light_Load
25/01/2018 00:00,41.11,30.71,0,0.02,80.11,100,0,Weekday,Thursday,Light_Load
26/01/2018 00:15,33.37,24.41,0,0.02,80.71,100,900,Weekday,Friday,Light_Load
26/01/2018 00:30,35.28,25.63,0,0.02,80.9,100,1800,Weekday,Friday,Light_Load
26/01/2018 00:45,39.56,29.23,0,0.02,80.43,100,2700,Weekday,Friday,Light_Load
26/01/2018 01:00,41.69,31.61,0,0.02,79.68,100,3600,Weekday,Friday,Light_Load
26/01/2018 01:15,36.54,26.64,0,0.02,80.8,100,4500,Weekday,Friday,Light_Load
26/01/2018 01:30,41.51,31.46,0,0.02,79.7,100,5400,Weekday,Friday,Light_Load
26/01/2018 01:45,41.8,31.82,0,0.02,79.57,100,6300,Weekday,Friday,Light_Load
26/01/2018 02:00,34.96,24.84,0,0.02,81.52,100,7200,Weekday,Friday,Light_Load
26/01/2018 02:15,30.28,23.69,0,0.01,78.76,100,8100,Weekday,Friday,Light_Load
26/01/2018 02:30,30.49,23.76,0,0.01,78.88,100,9000,Weekday,Friday,Light_Load
26/01/2018 02:45,29.95,24.26,0,0.01,77.71,100,9900,Weekday,Friday,Light_Load
26/01/2018 03:00,29.92,23.94,0,0.01,78.08,100,10800,Weekday,Friday,Light_Load
26/01/2018 03:15,36.43,28.66,0,0.02,78.59,100,11700,Weekday,Friday,Light_Load
26/01/2018 03:30,41.76,31.75,0,0.02,79.6,100,12600,Weekday,Friday,Light_Load
26/01/2018 03:45,36.47,27.54,0,0.02,79.8,100,13500,Weekday,Friday,Light_Load
26/01/2018 04:00,39.56,29.56,0,0.02,80.11,100,14400,Weekday,Friday,Light_Load
26/01/2018 04:15,41.11,31.36,0,0.02,79.51,100,15300,Weekday,Friday,Light_Load
26/01/2018 04:30,35.35,25.99,0,0.02,80.57,100,16200,Weekday,Friday,Light_Load
26/01/2018 04:45,35.93,27.47,0,0.02,79.44,100,17100,Weekday,Friday,Light_Load
26/01/2018 05:00,33.66,24.98,0,0.02,80.3,100,18000,Weekday,Friday,Light_Load
26/01/2018 05:15,39.85,30.96,0,0.02,78.97,100,18900,Weekday,Friday,Light_Load
26/01/2018 05:30,38.16,29.23,0,0.02,79.39,100,19800,Weekday,Friday,Light_Load
26/01/2018 05:45,35.46,27.18,0,0.02,79.37,100,20700,Weekday,Friday,Light_Load
26/01/2018 06:00,40.97,31.61,0,0.02,79.17,100,21600,Weekday,Friday,Light_Load
26/01/2018 06:15,39.74,31.07,0,0.02,78.78,100,22500,Weekday,Friday,Light_Load
26/01/2018 06:30,33.55,25.34,0,0.02,79.8,100,23400,Weekday,Friday,Light_Load
26/01/2018 06:45,39.67,31.36,0,0.02,78.45,100,24300,Weekday,Friday,Light_Load
26/01/2018 07:00,38.48,30.1,0,0.02,78.77,100,25200,Weekday,Friday,Light_Load
26/01/2018 07:15,37.19,27.72,0,0.02,80.18,100,26100,Weekday,Friday,Light_Load
26/01/2018 07:30,33.95,25.38,0,0.02,80.09,100,27000,Weekday,Friday,Light_Load
26/01/2018 07:45,36.79,28.55,0,0.02,79,100,27900,Weekday,Friday,Light_Load
26/01/2018 08:00,36.47,26.86,0,0.02,80.52,100,28800,Weekday,Friday,Light_Load
26/01/2018 08:15,54.32,38.3,0,0.02,81.73,100,29700,Weekday,Friday,Light_Load
26/01/2018 08:30,80.64,61.45,0,0.04,79.54,100,30600,Weekday,Friday,Light_Load
26/01/2018 08:45,81.79,62.53,0,0.04,79.44,100,31500,Weekday,Friday,Light_Load
26/01/2018 09:00,80.71,38.77,0,0.04,90.14,100,32400,Weekday,Friday,Light_Load
26/01/2018 09:15,79.85,31.32,0,0.04,93.09,100,33300,Weekday,Friday,Medium_Load
26/01/2018 09:30,71.17,25.34,0,0.03,94.21,100,34200,Weekday,Friday,Medium_Load
26/01/2018 09:45,67.36,19.84,0,0.03,95.93,100,35100,Weekday,Friday,Medium_Load
26/01/2018 10:00,107.64,48.42,0,0.05,91.2,100,36000,Weekday,Friday,Medium_Load
26/01/2018 10:15,104.08,35.6,0,0.05,94.62,100,36900,Weekday,Friday,Maximum_Load
26/01/2018 10:30,107.03,34.52,0,0.05,95.17,100,37800,Weekday,Friday,Maximum_Load
26/01/2018 10:45,123.84,52.06,0,0.06,92.19,100,38700,Weekday,Friday,Maximum_Load
26/01/2018 11:00,97.92,31.64,0,0.04,95.16,100,39600,Weekday,Friday,Maximum_Load
26/01/2018 11:15,108.29,50.51,0,0.05,90.63,100,40500,Weekday,Friday,Maximum_Load
26/01/2018 11:30,120.42,59.65,0,0.06,89.61,100,41400,Weekday,Friday,Maximum_Load
26/01/2018 11:45,101.02,48.89,0,0.05,90.01,100,42300,Weekday,Friday,Maximum_Load
26/01/2018 12:00,113.44,60.52,0,0.05,88.23,100,43200,Weekday,Friday,Maximum_Load
26/01/2018 12:15,31.32,11.59,18.72,0.01,93.78,85.84,44100,Weekday,Friday,Medium_Load
26/01/2018 12:30,9,0,26.17,0,100,32.52,45000,Weekday,Friday,Medium_Load
26/01/2018 12:45,8.96,0,25.63,0,100,33,45900,Weekday,Friday,Medium_Load
26/01/2018 13:00,8.71,0,25.7,0,100,32.1,46800,Weekday,Friday,Medium_Load
26/01/2018 13:15,101.38,37.22,2.3,0.05,93.87,99.97,47700,Weekday,Friday,Medium_Load
26/01/2018 13:30,106.96,34.38,0,0.05,95.2,100,48600,Weekday,Friday,Medium_Load
26/01/2018 13:45,119.52,37.26,0,0.05,95.47,100,49500,Weekday,Friday,Medium_Load
26/01/2018 14:00,120.17,35.03,0,0.06,96,100,50400,Weekday,Friday,Medium_Load
26/01/2018 14:15,96.19,25.52,0,0.04,96.66,100,51300,Weekday,Friday,Medium_Load
26/01/2018 14:30,87.8,32.51,0,0.04,93.78,100,52200,Weekday,Friday,Medium_Load
26/01/2018 14:45,112.5,33.12,0,0.05,95.93,100,53100,Weekday,Friday,Medium_Load
26/01/2018 15:00,133.63,44.6,0,0.06,94.86,100,54000,Weekday,Friday,Medium_Load
26/01/2018 15:15,108,37.15,0,0.05,94.56,100,54900,Weekday,Friday,Medium_Load
26/01/2018 15:30,115.56,34.24,0,0.05,95.88,100,55800,Weekday,Friday,Medium_Load
26/01/2018 15:45,118.76,39.67,0,0.05,94.85,100,56700,Weekday,Friday,Medium_Load
26/01/2018 16:00,117.47,40.79,0,0.05,94.47,100,57600,Weekday,Friday,Medium_Load
26/01/2018 16:15,133.78,45.72,0,0.06,94.63,100,58500,Weekday,Friday,Medium_Load
26/01/2018 16:30,126.29,44.46,0,0.06,94.33,100,59400,Weekday,Friday,Medium_Load
26/01/2018 16:45,114.59,36.47,0,0.05,95.29,100,60300,Weekday,Friday,Medium_Load
26/01/2018 17:00,134.89,45,0,0.06,94.86,100,61200,Weekday,Friday,Medium_Load
26/01/2018 17:15,108.76,39.24,0,0.05,94.06,100,62100,Weekday,Friday,Maximum_Load
26/01/2018 17:30,120.13,26.78,0,0.06,97.6,100,63000,Weekday,Friday,Maximum_Load
26/01/2018 17:45,104,19.62,0,0.05,98.27,100,63900,Weekday,Friday,Maximum_Load
26/01/2018 18:00,88.13,16.2,0.04,0.04,98.35,100,64800,Weekday,Friday,Maximum_Load
26/01/2018 18:15,104.47,48.67,0,0.05,90.65,100,65700,Weekday,Friday,Maximum_Load
26/01/2018 18:30,88.31,44.82,0,0.04,89.17,100,66600,Weekday,Friday,Maximum_Load
26/01/2018 18:45,144.07,54.11,0,0.07,93.62,100,67500,Weekday,Friday,Maximum_Load
26/01/2018 19:00,83.95,29.09,0,0.04,94.49,100,68400,Weekday,Friday,Maximum_Load
26/01/2018 19:15,131.26,42.19,0,0.06,95.2,100,69300,Weekday,Friday,Maximum_Load
26/01/2018 19:30,125.32,39.6,0,0.06,95.35,100,70200,Weekday,Friday,Maximum_Load
26/01/2018 19:45,78.95,24.59,0,0.04,95.48,100,71100,Weekday,Friday,Maximum_Load
26/01/2018 20:00,110.81,36.94,0,0.05,94.87,100,72000,Weekday,Friday,Maximum_Load
26/01/2018 20:15,129.46,41.8,0,0.06,95.16,100,72900,Weekday,Friday,Medium_Load
26/01/2018 20:30,113.62,38.59,0,0.05,94.69,100,73800,Weekday,Friday,Medium_Load
26/01/2018 20:45,65.48,16.34,0,0.03,97.02,100,74700,Weekday,Friday,Medium_Load
26/01/2018 21:00,103.03,18.58,0,0.05,98.41,100,75600,Weekday,Friday,Medium_Load
26/01/2018 21:15,97.52,16.2,0.25,0.04,98.65,100,76500,Weekday,Friday,Medium_Load
26/01/2018 21:30,41.29,0.43,2.84,0.02,99.99,99.76,77400,Weekday,Friday,Medium_Load
26/01/2018 21:45,91.62,13.32,0.11,0.04,98.96,100,78300,Weekday,Friday,Medium_Load
26/01/2018 22:00,99.22,15.98,0,0.05,98.73,100,79200,Weekday,Friday,Medium_Load
26/01/2018 22:15,59.98,16.74,0.54,0.03,96.32,100,80100,Weekday,Friday,Maximum_Load
26/01/2018 22:30,35.89,26.24,0,0.02,80.73,100,81000,Weekday,Friday,Maximum_Load
26/01/2018 22:45,34.7,25.92,0,0.02,80.12,100,81900,Weekday,Friday,Maximum_Load
26/01/2018 23:00,35.24,25.67,0,0.02,80.83,100,82800,Weekday,Friday,Maximum_Load
26/01/2018 23:15,65.66,36.61,0,0.03,87.34,100,83700,Weekday,Friday,Light_Load
26/01/2018 23:30,96.37,46.15,0,0.04,90.19,100,84600,Weekday,Friday,Light_Load
26/01/2018 23:45,91.01,43.52,0,0.04,90.22,100,85500,Weekday,Friday,Light_Load
26/01/2018 00:00,40.14,28.15,0,0.02,81.87,100,0,Weekday,Friday,Light_Load
27/01/2018 00:15,77.72,39.6,0,0.04,89.1,100,900,Weekend,Saturday,Light_Load
27/01/2018 00:30,57.49,32.98,0,0.03,86.74,100,1800,Weekend,Saturday,Light_Load
27/01/2018 00:45,37.62,24.52,0,0.02,83.78,100,2700,Weekend,Saturday,Light_Load
27/01/2018 01:00,37.37,24.55,0,0.02,83.58,100,3600,Weekend,Saturday,Light_Load
27/01/2018 01:15,97.42,47.74,0,0.04,89.8,100,4500,Weekend,Saturday,Light_Load
27/01/2018 01:30,58.14,34.02,0,0.03,86.31,100,5400,Weekend,Saturday,Light_Load
27/01/2018 01:45,34.96,25.74,0,0.02,80.53,100,6300,Weekend,Saturday,Light_Load
27/01/2018 02:00,14.72,9.4,0,0.01,84.28,100,7200,Weekend,Saturday,Light_Load
27/01/2018 02:15,6.55,5.15,0,0,78.61,100,8100,Weekend,Saturday,Light_Load
27/01/2018 02:30,6.77,5.4,0,0,78.18,100,9000,Weekend,Saturday,Light_Load
27/01/2018 02:45,6.8,4.46,0,0,83.62,100,9900,Weekend,Saturday,Light_Load
27/01/2018 03:00,6.8,4.25,0,0,84.8,100,10800,Weekend,Saturday,Light_Load
27/01/2018 03:15,6.05,4.39,0,0,80.94,100,11700,Weekend,Saturday,Light_Load
27/01/2018 03:30,5.94,4.21,0,0,81.59,100,12600,Weekend,Saturday,Light_Load
27/01/2018 03:45,5.98,4.79,0,0,78.05,100,13500,Weekend,Saturday,Light_Load
27/01/2018 04:00,5.87,4.57,0,0,78.91,100,14400,Weekend,Saturday,Light_Load
27/01/2018 04:15,5.9,4.5,0,0,79.51,100,15300,Weekend,Saturday,Light_Load
27/01/2018 04:30,5.87,4.54,0,0,79.1,100,16200,Weekend,Saturday,Light_Load
27/01/2018 04:45,5.94,4.72,0,0,78.29,100,17100,Weekend,Saturday,Light_Load
27/01/2018 05:00,5.94,5,0,0,76.5,100,18000,Weekend,Saturday,Light_Load
27/01/2018 05:15,5.9,4.82,0,0,77.44,100,18900,Weekend,Saturday,Light_Load
27/01/2018 05:30,5.94,4.97,0,0,76.69,100,19800,Weekend,Saturday,Light_Load
27/01/2018 05:45,5.98,5,0,0,76.72,100,20700,Weekend,Saturday,Light_Load
27/01/2018 06:00,5.98,5,0,0,76.72,100,21600,Weekend,Saturday,Light_Load
27/01/2018 06:15,5.9,4.9,0,0,76.93,100,22500,Weekend,Saturday,Light_Load
27/01/2018 06:30,5.94,5,0,0,76.5,100,23400,Weekend,Saturday,Light_Load
27/01/2018 06:45,5.9,4.64,0,0,78.6,100,24300,Weekend,Saturday,Light_Load
27/01/2018 07:00,6.52,4.93,0,0,79.76,100,25200,Weekend,Saturday,Light_Load
27/01/2018 07:15,6.95,4.93,0,0,81.56,100,26100,Weekend,Saturday,Light_Load
27/01/2018 07:30,6.95,5,0,0,81.18,100,27000,Weekend,Saturday,Light_Load
27/01/2018 07:45,6.98,4.93,0,0,81.68,100,27900,Weekend,Saturday,Light_Load
27/01/2018 08:00,7.2,4.57,0,0,84.43,100,28800,Weekend,Saturday,Light_Load
27/01/2018 08:15,29.56,18.4,0,0.01,84.9,100,29700,Weekend,Saturday,Light_Load
27/01/2018 08:30,32.69,19.4,0,0.01,86,100,30600,Weekend,Saturday,Light_Load
27/01/2018 08:45,32.8,19.15,0,0.02,86.36,100,31500,Weekend,Saturday,Light_Load
27/01/2018 09:00,33.16,1.19,6.19,0.02,99.94,98.3,32400,Weekend,Saturday,Light_Load
27/01/2018 09:15,32.47,0,10.87,0.01,100,94.83,33300,Weekend,Saturday,Medium_Load
27/01/2018 09:30,33.12,0,10.76,0.02,100,95.11,34200,Weekend,Saturday,Medium_Load
27/01/2018 09:45,33.52,0,10.73,0.02,100,95.24,35100,Weekend,Saturday,Medium_Load
27/01/2018 10:00,33.37,0,10.84,0.02,100,95.11,36000,Weekend,Saturday,Medium_Load
27/01/2018 10:15,33.52,0,10.37,0.02,100,95.53,36900,Weekend,Saturday,Maximum_Load
27/01/2018 10:30,33.34,0,10.58,0.02,100,95.32,37800,Weekend,Saturday,Maximum_Load
27/01/2018 10:45,33.41,0,10.48,0.02,100,95.42,38700,Weekend,Saturday,Maximum_Load
27/01/2018 11:00,32.26,0,10.44,0.01,100,95.14,39600,Weekend,Saturday,Maximum_Load
27/01/2018 11:15,31.9,6.73,0.83,0.01,97.85,99.97,40500,Weekend,Saturday,Maximum_Load
27/01/2018 11:30,30.85,7.49,0,0.01,97.18,100,41400,Weekend,Saturday,Maximum_Load
27/01/2018 11:45,31.86,8.71,0,0.01,96.46,100,42300,Weekend,Saturday,Maximum_Load
27/01/2018 12:00,14.94,3.28,4.75,0.01,97.67,95.3,43200,Weekend,Saturday,Maximum_Load
27/01/2018 12:15,5.9,0,16.88,0,100,33,44100,Weekend,Saturday,Medium_Load
27/01/2018 12:30,5.69,0,25.16,0,100,22.06,45000,Weekend,Saturday,Medium_Load
27/01/2018 12:45,5.44,0,25.2,0,100,21.1,45900,Weekend,Saturday,Medium_Load
27/01/2018 13:00,5.51,0,25.27,0,100,21.3,46800,Weekend,Saturday,Medium_Load
27/01/2018 13:15,15.84,0.04,17.53,0.01,100,67.04,47700,Weekend,Saturday,Medium_Load
27/01/2018 13:30,27.9,0,10.12,0.01,100,94.01,48600,Weekend,Saturday,Medium_Load
27/01/2018 13:45,29.41,0,10.37,0.01,100,94.31,49500,Weekend,Saturday,Medium_Load
27/01/2018 14:00,28.3,0,10.37,0.01,100,93.89,50400,Weekend,Saturday,Medium_Load
27/01/2018 14:15,28.91,0,8.46,0.01,100,95.98,51300,Weekend,Saturday,Medium_Load
27/01/2018 14:30,28.8,0,8.32,0.01,100,96.07,52200,Weekend,Saturday,Medium_Load
27/01/2018 14:45,28.3,0,8.39,0.01,100,95.88,53100,Weekend,Saturday,Medium_Load
27/01/2018 15:00,28.58,0.07,7.6,0.01,100,96.64,54000,Weekend,Saturday,Medium_Load
27/01/2018 15:15,32.15,1.84,4.28,0.01,99.84,99.13,54900,Weekend,Saturday,Medium_Load
27/01/2018 15:30,35.53,2.41,0.47,0.02,99.77,99.99,55800,Weekend,Saturday,Medium_Load
27/01/2018 15:45,34.92,2.41,0.61,0.02,99.76,99.98,56700,Weekend,Saturday,Medium_Load
27/01/2018 16:00,34.2,2.3,0.72,0.02,99.77,99.98,57600,Weekend,Saturday,Medium_Load
27/01/2018 16:15,33.73,1.98,0.79,0.02,99.83,99.97,58500,Weekend,Saturday,Medium_Load
27/01/2018 16:30,21.82,0.18,12.92,0.01,100,86.05,59400,Weekend,Saturday,Medium_Load
27/01/2018 16:45,7.6,0,25.27,0,100,28.8,60300,Weekend,Saturday,Medium_Load
27/01/2018 17:00,7.42,0,25.49,0,100,27.95,61200,Weekend,Saturday,Medium_Load
27/01/2018 17:15,6.77,0,25.56,0,100,25.6,62100,Weekend,Saturday,Maximum_Load
27/01/2018 17:30,6.41,0,25.56,0,100,24.32,63000,Weekend,Saturday,Maximum_Load
27/01/2018 17:45,6.41,0,25.45,0,100,24.42,63900,Weekend,Saturday,Maximum_Load
27/01/2018 18:00,6.44,0,25.56,0,100,24.43,64800,Weekend,Saturday,Maximum_Load
27/01/2018 18:15,6.26,0,9.58,0,100,54.7,65700,Weekend,Saturday,Maximum_Load
27/01/2018 18:30,6.05,0,8.53,0,100,57.85,66600,Weekend,Saturday,Maximum_Load
27/01/2018 18:45,6.26,0,22.28,0,100,27.05,67500,Weekend,Saturday,Maximum_Load
27/01/2018 19:00,6.37,0,26.21,0,100,23.62,68400,Weekend,Saturday,Maximum_Load
27/01/2018 19:15,6.3,0,26.21,0,100,23.37,69300,Weekend,Saturday,Maximum_Load
27/01/2018 19:30,6.41,0,26.14,0,100,23.82,70200,Weekend,Saturday,Maximum_Load
27/01/2018 19:45,6.34,0,26.06,0,100,23.64,71100,Weekend,Saturday,Maximum_Load
27/01/2018 20:00,5.54,0,26.1,0,100,20.76,72000,Weekend,Saturday,Maximum_Load
27/01/2018 20:15,4.86,0,22.64,0,100,20.99,72900,Weekend,Saturday,Medium_Load
27/01/2018 20:30,4.43,0,17.1,0,100,25.08,73800,Weekend,Saturday,Medium_Load
27/01/2018 20:45,4.39,0,17.17,0,100,24.77,74700,Weekend,Saturday,Medium_Load
27/01/2018 21:00,4.36,0,17.1,0,100,24.71,75600,Weekend,Saturday,Medium_Load
27/01/2018 21:15,4.43,0,16.99,0,100,25.23,76500,Weekend,Saturday,Medium_Load
27/01/2018 21:30,4.43,0,16.92,0,100,25.33,77400,Weekend,Saturday,Medium_Load
27/01/2018 21:45,4.46,0,16.92,0,100,25.49,78300,Weekend,Saturday,Medium_Load
27/01/2018 22:00,4.43,0,16.96,0,100,25.27,79200,Weekend,Saturday,Medium_Load
27/01/2018 22:15,4.28,1.51,10.01,0,94.3,39.31,80100,Weekend,Saturday,Maximum_Load
27/01/2018 22:30,4.61,5.33,0,0,65.42,100,81000,Weekend,Saturday,Maximum_Load
27/01/2018 22:45,6.05,6.34,0,0,69.04,100,81900,Weekend,Saturday,Maximum_Load
27/01/2018 23:00,4.9,5.65,0,0,65.52,100,82800,Weekend,Saturday,Maximum_Load
27/01/2018 23:15,4.07,3.92,0,0,72.03,100,83700,Weekend,Saturday,Light_Load
27/01/2018 23:30,4.03,3.74,0,0,73.3,100,84600,Weekend,Saturday,Light_Load
27/01/2018 23:45,4.07,4,0,0,71.32,100,85500,Weekend,Saturday,Light_Load
27/01/2018 00:00,4.14,4.03,0,0,71.66,100,0,Weekend,Saturday,Light_Load
28/01/2018 00:15,4.1,3.89,0,0,72.54,100,900,Weekend,Sunday,Light_Load
28/01/2018 00:30,4.1,4.18,0,0,70.02,100,1800,Weekend,Sunday,Light_Load
28/01/2018 00:45,4.1,4.21,0,0,69.77,100,2700,Weekend,Sunday,Light_Load
28/01/2018 01:00,4.14,4.28,0,0,69.53,100,3600,Weekend,Sunday,Light_Load
28/01/2018 01:15,4.5,5.08,0,0,66.31,100,4500,Weekend,Sunday,Light_Load
28/01/2018 01:30,4.86,6.3,0,0,61.08,100,5400,Weekend,Sunday,Light_Load
28/01/2018 01:45,4.36,5,0,0,65.72,100,6300,Weekend,Sunday,Light_Load
28/01/2018 02:00,4.18,4.39,0,0,68.96,100,7200,Weekend,Sunday,Light_Load
28/01/2018 02:15,4.14,4.54,0,0,67.38,100,8100,Weekend,Sunday,Light_Load
28/01/2018 02:30,4.21,4.5,0,0,68.32,100,9000,Weekend,Sunday,Light_Load
28/01/2018 02:45,4.21,4.61,0,0,67.43,100,9900,Weekend,Sunday,Light_Load
28/01/2018 03:00,4.93,6.59,0,0,59.9,100,10800,Weekend,Sunday,Light_Load
28/01/2018 03:15,4.21,4.82,0,0,65.78,100,11700,Weekend,Sunday,Light_Load
28/01/2018 03:30,4.21,4.79,0,0,66.02,100,12600,Weekend,Sunday,Light_Load
28/01/2018 03:45,4.28,4.79,0,0,66.63,100,13500,Weekend,Sunday,Light_Load
28/01/2018 04:00,4.18,4.64,0,0,66.93,100,14400,Weekend,Sunday,Light_Load
28/01/2018 04:15,4.86,6.66,0,0,58.95,100,15300,Weekend,Sunday,Light_Load
28/01/2018 04:30,4.72,5.94,0,0,62.21,100,16200,Weekend,Sunday,Light_Load
28/01/2018 04:45,4.18,4.61,0,0,67.17,100,17100,Weekend,Sunday,Light_Load
28/01/2018 05:00,4.21,4.61,0,0,67.43,100,18000,Weekend,Sunday,Light_Load
28/01/2018 05:15,4.18,4.43,0,0,68.63,100,18900,Weekend,Sunday,Light_Load
28/01/2018 05:30,4.79,6.12,0,0,61.63,100,19800,Weekend,Sunday,Light_Load
28/01/2018 05:45,4.61,5.51,0,0,64.17,100,20700,Weekend,Sunday,Light_Load
28/01/2018 06:00,4.18,4.64,0,0,66.93,100,21600,Weekend,Sunday,Light_Load
28/01/2018 06:15,4.25,4.75,0,0,66.68,100,22500,Weekend,Sunday,Light_Load
28/01/2018 06:30,4.18,4.72,0,0,66.3,100,23400,Weekend,Sunday,Light_Load
28/01/2018 06:45,4.18,4.79,0,0,65.75,100,24300,Weekend,Sunday,Light_Load
28/01/2018 07:00,4.21,4.9,0,0,65.17,100,25200,Weekend,Sunday,Light_Load
28/01/2018 07:15,4.9,7.02,0,0,57.24,100,26100,Weekend,Sunday,Light_Load
28/01/2018 07:30,4.72,6.3,0,0,59.96,100,27000,Weekend,Sunday,Light_Load
28/01/2018 07:45,4.25,5.29,0,0,62.63,100,27900,Weekend,Sunday,Light_Load
28/01/2018 08:00,4.18,5.04,0,0,63.84,100,28800,Weekend,Sunday,Light_Load
28/01/2018 08:15,4.25,5.29,0,0,62.63,100,29700,Weekend,Sunday,Light_Load
28/01/2018 08:30,8.64,8.86,0,0,69.82,100,30600,Weekend,Sunday,Light_Load
28/01/2018 08:45,12.06,8.42,0.22,0.01,81.99,99.98,31500,Weekend,Sunday,Light_Load
28/01/2018 09:00,11.05,0,17.21,0.01,100,54.03,32400,Weekend,Sunday,Light_Load
28/01/2018 09:15,23.11,0.07,13.82,0.01,100,85.82,33300,Weekend,Sunday,Medium_Load
28/01/2018 09:30,28.26,0,10.3,0.01,100,93.95,34200,Weekend,Sunday,Medium_Load
28/01/2018 09:45,32.58,0.9,6.34,0.01,99.96,98.16,35100,Weekend,Sunday,Medium_Load
28/01/2018 10:00,35.64,1.51,1.98,0.02,99.91,99.85,36000,Weekend,Sunday,Medium_Load
28/01/2018 10:15,28.04,0,10.73,0.01,100,93.4,36900,Weekend,Sunday,Maximum_Load
28/01/2018 10:30,27.86,0,10.84,0.01,100,93.19,37800,Weekend,Sunday,Maximum_Load
28/01/2018 10:45,27.86,0,10.8,0.01,100,93.24,38700,Weekend,Sunday,Maximum_Load
28/01/2018 11:00,27.86,0,10.8,0.01,100,93.24,39600,Weekend,Sunday,Maximum_Load
28/01/2018 11:15,31.32,11.23,0.65,0.01,94.13,99.98,40500,Weekend,Sunday,Maximum_Load
28/01/2018 11:30,34.16,17.6,0,0.02,88.89,100,41400,Weekend,Sunday,Maximum_Load
