date,Hour,Usage,LagRP,LeadRP,LagPF,LeadPF,CO2,Ltype,Wstatus,Dweek
2018-04-12,5,12.46,18.17,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-12,6,13.25,19.48,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-12,7,13.14,19.12,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-12,8,14.94,18.53,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-12,9,406.51,265.03,0,0,100,0.05,Light_Load,Weekday,Thursday
2018-04-12,10,347.15,149.18,0,91.88,0,0.04,Medium_Load,Weekday,Thursday
2018-04-12,11,221.17,87.38,0,93,0,0.0275,Maximum_Load,Weekday,Thursday
2018-04-12,12,171.14,114.3,0,83.16,0,0.02,Maximum_Load,Weekday,Thursday
2018-04-12,13,29.31,3.67,90.37,99.23,0,0.0025,Medium_Load,Weekday,Thursday
2018-04-12,14,213.98,117.39,3.56,87.67,0,0.025,Maximum_Load,Weekday,Thursday
2018-04-12,15,230.65,127.43,0,87.53,0,0.025,Maximum_Load,Weekday,Thursday
2018-04-12,16,251.61,134.64,0,88.17,0,0.0275,Maximum_Load,Weekday,Thursday
2018-04-12,17,262.66,139.03,0,88.38,0,0.0275,Maximum_Load,Weekday,Thursday
2018-04-12,18,194.62,58.85,10.55,95.72,0,0.0225,Medium_Load,Weekday,Thursday
2018-04-12,19,142.7,39.14,1.83,96.44,0,0.02,Medium_Load,Weekday,Thursday
2018-04-12,20,143.68,4.18,5.93,99.96,0,0.02,Medium_Load,Weekday,Thursday
2018-04-12,21,126.24,3.25,20.27,99.97,0,0.0175,Medium_Load,Weekday,Thursday
2018-04-12,22,23.03,0,102.74,100,0,0,Medium_Load,Weekday,Thursday
2018-04-12,23,17.32,21.46,14.69,62.81,0,0,Medium_Load,Weekday,Thursday
2018-04-12,24,16.23,24.09,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-13,1,16.53,25.96,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,2,16.2,23.83,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,3,13.93,18.32,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,4,13.68,16.8,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,5,14.87,20.48,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,6,14.9,21.68,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,7,13.6,19.15,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,8,17.53,22.94,0,0,100,0,Light_Load,Weekday,Friday
2018-04-13,9,209.89,157.72,0,0,100,0.0225,Light_Load,Weekday,Friday
2018-04-13,10,259.74,106.93,0,92.47,0,0.03,Medium_Load,Weekday,Friday
2018-04-13,11,225.76,76.13,0,94.76,0,0.025,Maximum_Load,Weekday,Friday
2018-04-13,12,237.67,143.09,0,85.67,0,0.0275,Maximum_Load,Weekday,Friday
2018-04-13,13,22.58,1.19,70.49,99.86,0,0,Medium_Load,Weekday,Friday
2018-04-13,14,230.73,84.07,4.28,93.96,0,0.0275,Maximum_Load,Weekday,Friday
2018-04-13,15,239.33,87.55,0,93.91,0,0.025,Maximum_Load,Weekday,Friday
2018-04-13,16,194.86,51.81,0.33,96.64,0,0.0225,Maximum_Load,Weekday,Friday
2018-04-13,17,188.46,46.87,0.57,97.04,0,0.0225,Maximum_Load,Weekday,Friday
2018-04-13,18,129.6,4.07,25.6,99.95,0,0.0125,Medium_Load,Weekday,Friday
2018-04-13,19,119.52,18.28,9.58,98.85,0,0.01,Medium_Load,Weekday,Friday
2018-04-13,20,140.1,2.31,12.24,99.99,0,0.02,Medium_Load,Weekday,Friday
2018-04-13,21,142.59,4.07,11.7,99.96,0,0.0175,Medium_Load,Weekday,Friday
2018-04-13,22,21.06,0,103.22,100,0,0,Medium_Load,Weekday,Friday
2018-04-13,23,19.51,18.1,14.26,73.31,0,0,Medium_Load,Weekday,Friday
2018-04-13,24,14.98,14.96,0,0,100,0,Light_Load,Weekday,Friday
2018-04-14,1,14.43,15.01,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,2,14.58,15.62,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,3,15.3,17.31,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,4,12.35,15.98,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,5,12.4,16.48,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,6,13.25,17.71,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,7,13.28,19.08,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,8,12.79,17.57,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-14,9,118.16,69.98,3.74,0,99.95,0.015,Light_Load,Weekend,Saturday
2018-04-14,10,139.83,1.26,16.6,100,0,0.02,Medium_Load,Weekend,Saturday
2018-04-14,11,149.47,2.87,7.31,99.98,0,0.02,Maximum_Load,Weekend,Saturday
2018-04-14,12,124.16,51.69,3.46,92.32,0,0.0175,Maximum_Load,Weekend,Saturday
2018-04-14,13,15.99,0,68.55,100,0,0,Medium_Load,Weekend,Saturday
2018-04-14,14,122.62,2.24,22.57,99.98,0,0.0175,Maximum_Load,Weekend,Saturday
2018-04-14,15,149.47,4.21,5.94,99.96,0,0.02,Maximum_Load,Weekend,Saturday
2018-04-14,16,146.37,4.93,5.38,99.94,0,0.02,Maximum_Load,Weekend,Saturday
2018-04-14,17,125.78,2.23,22.07,99.98,0,0.0175,Maximum_Load,Weekend,Saturday
2018-04-14,18,17.39,0,105.11,100,0,0,Medium_Load,Weekend,Saturday
2018-04-14,19,15.41,0,63.11,100,0,0,Medium_Load,Weekend,Saturday
2018-04-14,20,15.09,0,94.18,100,0,0,Medium_Load,Weekend,Saturday
2018-04-14,21,14.36,0,83.66,100,0,0,Medium_Load,Weekend,Saturday
2018-04-14,22,13.42,0,70.02,100,0,0,Medium_Load,Weekend,Saturday
2018-04-14,23,13.24,12.85,9.79,71.76,0,0,Medium_Load,Weekend,Saturday
2018-04-14,24,12.05,12.7,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-15,1,13.4,15.73,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,2,13.04,15.44,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,3,12.85,15.66,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,4,12.52,15.98,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,5,12.46,14.86,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,6,14.23,16.73,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,7,12.24,14.98,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,8,12.36,15.72,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-15,9,13.57,13.25,16.09,0,64.47,0,Light_Load,Weekend,Sunday
2018-04-15,10,13.28,0,70.06,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,11,13.97,0,82.12,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,12,12.56,0,23.32,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,13,13.86,0,74.17,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,14,13.29,0,71.32,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,15,13.97,0,80.38,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,16,13.94,0,78.38,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,17,13.35,0,69.24,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,18,13.57,0,72.36,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,19,14.26,0,48.66,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,20,13.25,0,70.42,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,21,13.36,0,70.26,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,22,14.46,0,83.48,100,0,0,Light_Load,Weekend,Sunday
2018-04-15,23,13.39,13.36,14.8,70.79,0,0,Light_Load,Weekend,Sunday
2018-04-15,24,12.39,14.87,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-16,1,13.21,14.54,0,0,100,0,Light_Load,Weekday,Monday
2018-04-16,2,12.5,15.15,0,0,100,0,Light_Load,Weekday,Monday
2018-04-16,3,13.6,17.72,0,0,100,0,Light_Load,Weekday,Monday
2018-04-16,4,12.46,15.48,0,0,100,0,Light_Load,Weekday,Monday
2018-04-16,5,13.36,14.98,0,0,100,0,Light_Load,Weekday,Monday
2018-04-16,6,12.31,14.61,0,0,100,0,Light_Load,Weekday,Monday
2018-04-16,7,12.95,15.48,0,0,100,0,Light_Load,Weekday,Monday
2018-04-16,8,26.42,25.2,0,0,100,0.0025,Light_Load,Weekday,Monday
2018-04-16,9,263.81,213.12,0,0,100,0.03,Light_Load,Weekday,Monday
2018-04-16,10,275.91,138.21,0,89.41,0,0.03,Medium_Load,Weekday,Monday
2018-04-16,11,266.11,133.49,0,89.38,0,0.03,Maximum_Load,Weekday,Monday
2018-04-16,12,263.55,197.52,0,80.02,0,0.0325,Maximum_Load,Weekday,Monday
2018-04-16,13,23.86,2.81,76.83,99.31,0,0,Medium_Load,Weekday,Monday
2018-04-16,14,230.37,111.55,4.82,90,0,0.0275,Maximum_Load,Weekday,Monday
2018-04-16,15,265.36,137.64,0,88.77,0,0.03,Maximum_Load,Weekday,Monday
2018-04-16,16,268.67,138.95,0,88.82,0,0.03,Maximum_Load,Weekday,Monday
2018-04-16,17,252.9,124.35,0,89.74,0,0.03,Maximum_Load,Weekday,Monday
2018-04-16,18,164.81,34.88,17.89,97.83,0,0.015,Medium_Load,Weekday,Monday
2018-04-16,19,165.63,43.81,1.33,96.68,0,0.02,Medium_Load,Weekday,Monday
2018-04-16,20,167,8.82,4.61,99.86,0,0.02,Medium_Load,Weekday,Monday
2018-04-16,21,134.14,4.11,22.57,99.95,0,0.0175,Medium_Load,Weekday,Monday
2018-04-16,22,21.6,0,103.76,100,0,0,Medium_Load,Weekday,Monday
2018-04-16,23,15.51,13.28,13.93,75.96,0,0,Medium_Load,Weekday,Monday
2018-04-16,24,14.91,14.76,0,0,100,0,Light_Load,Weekday,Monday
2018-04-17,1,15.15,16.09,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,2,14.26,16.91,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,3,13.39,17.32,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,4,12.67,15.87,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,5,13.54,15.77,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,6,13.49,16.81,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,7,12.53,16.31,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,8,20.35,20.69,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-17,9,163.98,112.47,0,0,100,0.02,Light_Load,Weekday,Tuesday
2018-04-17,10,241.38,101.77,0,92.14,0,0.0275,Medium_Load,Weekday,Tuesday
2018-04-17,11,249.13,112.35,0,91.16,0,0.0275,Maximum_Load,Weekday,Tuesday
2018-04-17,12,415.8,248.83,0,85.81,0,0.05,Maximum_Load,Weekday,Tuesday
2018-04-17,13,35.46,8.39,80.86,97.31,0,0.0025,Medium_Load,Weekday,Tuesday
2018-04-17,14,336.57,132.15,4.9,93.08,0,0.0375,Maximum_Load,Weekday,Tuesday
2018-04-17,15,407.3,168.81,0,92.38,0,0.0475,Maximum_Load,Weekday,Tuesday
2018-04-17,16,390.17,141.77,0,93.99,0,0.045,Maximum_Load,Weekday,Tuesday
2018-04-17,17,371.85,126.71,0,94.66,0,0.0425,Maximum_Load,Weekday,Tuesday
2018-04-17,18,242.28,46.65,13.21,98.2,0,0.0275,Medium_Load,Weekday,Tuesday
2018-04-17,19,367.31,153.54,0.58,92.26,0,0.0425,Medium_Load,Weekday,Tuesday
2018-04-17,20,429.69,191.91,0,91.31,0,0.0475,Medium_Load,Weekday,Tuesday
2018-04-17,21,307.54,79.31,11.91,96.83,0,0.0375,Medium_Load,Weekday,Tuesday
2018-04-17,22,19.44,0,103.76,100,0,0,Medium_Load,Weekday,Tuesday
2018-04-17,23,16.63,13.22,15.01,78.28,0,0,Medium_Load,Weekday,Tuesday
2018-04-17,24,14.36,12.99,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-18,1,14.51,13.43,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,2,14.62,13.47,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,3,16.71,15.98,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,4,14.3,13.6,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,5,12.24,12.97,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,6,12.28,13.6,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,7,12.82,14.15,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,8,15.12,14.25,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-18,9,397.77,248.44,0,0,100,0.045,Light_Load,Weekday,Wednesday
2018-04-18,10,425.42,163.98,0,93.31,0,0.05,Medium_Load,Weekday,Wednesday
2018-04-18,11,357.7,150.16,0,92.21,0,0.0425,Maximum_Load,Weekday,Wednesday
2018-04-18,12,391.14,219.82,0,87.18,0,0.045,Maximum_Load,Weekday,Wednesday
2018-04-18,13,33.8,3.56,95.94,99.45,0,0.0025,Medium_Load,Weekday,Wednesday
2018-04-18,14,323.64,131.29,2.59,92.67,0,0.0375,Maximum_Load,Weekday,Wednesday
2018-04-18,15,254.89,108.04,0,92.07,0,0.025,Maximum_Load,Weekday,Wednesday
2018-04-18,16,239.77,126.97,0,88.37,0,0.025,Maximum_Load,Weekday,Wednesday
2018-04-18,17,241.45,123.62,0,89.01,0,0.03,Maximum_Load,Weekday,Wednesday
2018-04-18,18,198.94,81,12.89,92.62,0,0.0225,Medium_Load,Weekday,Wednesday
2018-04-18,19,19.8,0,62.21,100,0,0,Medium_Load,Weekday,Wednesday
2018-04-18,20,15.69,0,106.2,100,0,0,Medium_Load,Weekday,Wednesday
2018-04-18,21,15.59,0,106.59,100,0,0,Medium_Load,Weekday,Wednesday
2018-04-18,22,17.53,0,105.16,100,0,0,Medium_Load,Weekday,Wednesday
2018-04-18,23,14.66,11.7,14.33,78.16,0,0,Medium_Load,Weekday,Wednesday
2018-04-18,24,14.15,13.32,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-19,1,12.78,14.51,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,2,13.07,15.95,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,3,12.16,14.41,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,4,12.95,14.39,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,5,12.21,14.61,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,6,13.17,15.4,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,7,12.03,15,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,8,17.57,17.97,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-19,9,254.82,199.62,0,0,100,0.0275,Light_Load,Weekday,Thursday
2018-04-19,10,256.82,116.35,0,91.09,0,0.03,Medium_Load,Weekday,Thursday
2018-04-19,11,256.13,116.17,0,91.07,0,0.03,Maximum_Load,Weekday,Thursday
2018-04-19,12,219.99,159.09,0,81.03,0,0.025,Maximum_Load,Weekday,Thursday
2018-04-19,13,24.12,3.85,68.36,98.75,0,0.0025,Medium_Load,Weekday,Thursday
2018-04-19,14,231.98,106.92,3.42,90.82,0,0.0275,Maximum_Load,Weekday,Thursday
2018-04-19,15,236.03,115.02,0,89.89,0,0.0275,Maximum_Load,Weekday,Thursday
2018-04-19,16,251.21,125.79,0,89.42,0,0.03,Maximum_Load,Weekday,Thursday
2018-04-19,17,234.87,126.4,0,88.06,0,0.025,Maximum_Load,Weekday,Thursday
2018-04-19,18,177.12,52.93,18.76,95.81,0,0.0175,Medium_Load,Weekday,Thursday
2018-04-19,19,168.77,70.89,1.23,92.2,0,0.0175,Medium_Load,Weekday,Thursday
2018-04-19,20,165.92,20.63,0.54,99.24,0,0.02,Medium_Load,Weekday,Thursday
2018-04-19,21,132.95,7.7,22.5,99.83,0,0.0175,Medium_Load,Weekday,Thursday
2018-04-19,22,19.26,0,105.23,100,0,0,Medium_Load,Weekday,Thursday
2018-04-19,23,14.64,11.96,14.26,77.44,0,0,Medium_Load,Weekday,Thursday
2018-04-19,24,14.22,13.27,0,0,100,0,Light_Load,Weekday,Thursday
2018-04-20,1,14.32,14.08,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,2,15.65,16.81,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,3,12.3,15,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,4,12.09,14.5,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,5,12.16,14.58,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,6,12.05,15.18,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,7,13.93,16.45,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,8,14.36,15.33,0,0,100,0,Light_Load,Weekday,Friday
2018-04-20,9,192.48,157.25,0,0,100,0.02,Light_Load,Weekday,Friday
2018-04-20,10,282,139.61,0,89.62,0,0.03,Medium_Load,Weekday,Friday
2018-04-20,11,233.9,111.28,0,90.3,0,0.0275,Maximum_Load,Weekday,Friday
2018-04-20,12,267.18,204.83,0,79.36,0,0.03,Maximum_Load,Weekday,Friday
2018-04-20,13,21.06,0.54,90.5,99.97,0,0,Medium_Load,Weekday,Friday
2018-04-20,14,231.62,121.1,4.14,88.62,0,0.0275,Maximum_Load,Weekday,Friday
2018-04-20,15,342.51,169.77,0,89.6,0,0.04,Maximum_Load,Weekday,Friday
2018-04-20,16,363.97,147.6,0,92.67,0,0.04,Maximum_Load,Weekday,Friday
2018-04-20,17,415.2,203.8,0,89.77,0,0.045,Maximum_Load,Weekday,Friday
2018-04-20,18,274.1,88.81,15.8,95.13,0,0.0325,Medium_Load,Weekday,Friday
2018-04-20,19,264.14,72.54,2.41,96.43,0,0.03,Medium_Load,Weekday,Friday
2018-04-20,20,259.37,38.45,14.36,98.92,0,0.0275,Medium_Load,Weekday,Friday
2018-04-20,21,53.79,0,82.73,100,0,0.005,Medium_Load,Weekday,Friday
2018-04-20,22,20.45,0,106.67,100,0,0,Medium_Load,Weekday,Friday
2018-04-20,23,17.47,14.28,14.98,77.43,0,0,Medium_Load,Weekday,Friday
2018-04-20,24,13.94,13.54,0,0,100,0,Light_Load,Weekday,Friday
2018-04-21,1,13.94,13.4,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,2,13.96,13.53,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,3,12.39,13.93,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,4,12.82,14.51,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,5,11.91,14.4,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,6,11.85,15.06,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,7,11.81,15.19,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,8,16.71,18.36,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-21,9,129.68,82.08,2.23,0,99.99,0.015,Light_Load,Weekend,Saturday
2018-04-21,10,193.81,18.21,2.56,99.56,0,0.025,Medium_Load,Weekend,Saturday
2018-04-21,11,328.5,54.11,0.29,98.67,0,0.0375,Maximum_Load,Weekend,Saturday
2018-04-21,12,261.28,102.56,1.88,93.09,0,0.0275,Maximum_Load,Weekend,Saturday
2018-04-21,13,17.5,0,72.19,100,0,0,Medium_Load,Weekend,Saturday
2018-04-21,14,197.17,39.76,9.97,98.03,0,0.025,Maximum_Load,Weekend,Saturday
2018-04-21,15,151.84,15.12,5.19,99.51,0,0.02,Maximum_Load,Weekend,Saturday
2018-04-21,16,184.94,51.44,0.83,96.34,0,0.0225,Maximum_Load,Weekend,Saturday
2018-04-21,17,137.81,4.11,9.57,99.96,0,0.0175,Maximum_Load,Weekend,Saturday
2018-04-21,18,16.2,0,92.37,100,0,0,Medium_Load,Weekend,Saturday
2018-04-21,19,15.19,0,47.05,100,0,0,Medium_Load,Weekend,Saturday
2018-04-21,20,17.17,0,98.49,100,0,0,Medium_Load,Weekend,Saturday
2018-04-21,21,15.66,0,97.6,100,0,0,Medium_Load,Weekend,Saturday
2018-04-21,22,15.33,0,92.95,100,0,0,Medium_Load,Weekend,Saturday
2018-04-21,23,12.31,14.37,9.54,65.06,0,0,Medium_Load,Weekend,Saturday
2018-04-21,24,12.88,16.05,0,0,100,0,Light_Load,Weekend,Saturday
2018-04-22,1,12.17,16.17,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,2,12.2,16.71,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,3,12.99,16.16,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,4,12.32,17.46,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,5,13.25,17.97,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,6,12.21,17.64,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,7,12.09,17.89,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,8,13,17.14,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-22,9,113.47,82.77,1.26,0,99.99,0.01,Light_Load,Weekend,Sunday
2018-04-22,10,128.33,4.21,8.85,99.95,0,0.0125,Medium_Load,Weekend,Sunday
2018-04-22,11,125.46,3.39,10.73,99.96,0,0.01,Maximum_Load,Weekend,Sunday
2018-04-22,12,116.21,56.2,1.59,90.03,0,0.0125,Maximum_Load,Weekend,Sunday
2018-04-22,13,14.48,0,62.75,100,0,0,Medium_Load,Weekend,Sunday
2018-04-22,14,120.95,4.28,15.76,99.94,0,0.0175,Maximum_Load,Weekend,Sunday
2018-04-22,15,138.35,4.18,7.49,99.95,0,0.02,Maximum_Load,Weekend,Sunday
2018-04-22,16,134.24,3.64,10.3,99.96,0,0.0175,Maximum_Load,Weekend,Sunday
2018-04-22,17,120.84,3.31,18.4,99.96,0,0.0175,Maximum_Load,Weekend,Sunday
2018-04-22,18,16.63,0,77.44,100,0,0,Medium_Load,Weekend,Sunday
2018-04-22,19,15.98,0,42.33,100,0,0,Medium_Load,Weekend,Sunday
2018-04-22,20,15.7,0,78.77,100,0,0,Medium_Load,Weekend,Sunday
2018-04-22,21,14.66,0,77.36,100,0,0,Medium_Load,Weekend,Sunday
2018-04-22,22,13.79,0,67.32,100,0,0,Medium_Load,Weekend,Sunday
2018-04-22,23,13.64,15.26,9.4,66.64,0,0,Medium_Load,Weekend,Sunday
2018-04-22,24,12.67,17.13,0,0,100,0,Light_Load,Weekend,Sunday
2018-04-23,1,12.68,17.57,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,2,13.54,18.06,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,3,13.43,17.61,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,4,12.67,16.96,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,5,12.49,16.27,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,6,14.18,17.25,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,7,12.27,15.84,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,8,16.13,16.92,0,0,100,0,Light_Load,Weekday,Monday
2018-04-23,9,230.59,183.64,0,0,100,0.0275,Light_Load,Weekday,Monday
2018-04-23,10,288.12,146.27,0,89.17,0,0.0325,Medium_Load,Weekday,Monday
2018-04-23,11,257.47,126.21,0,89.79,0,0.03,Maximum_Load,Weekday,Monday
2018-04-23,12,272.13,194.47,0,81.36,0,0.03,Maximum_Load,Weekday,Monday
2018-04-23,13,25.34,0.33,88.95,99.99,0,0,Medium_Load,Weekday,Monday
2018-04-23,14,225.9,78.55,0.43,94.45,0,0.025,Maximum_Load,Weekday,Monday
2018-04-23,15,228.1,70.7,0,95.52,0,0.025,Maximum_Load,Weekday,Monday
2018-04-23,16,221.98,62.75,0,96.23,0,0.025,Maximum_Load,Weekday,Monday
2018-04-23,17,219.93,69.13,0,95.4,0,0.0275,Maximum_Load,Weekday,Monday
2018-04-23,18,152.54,16.56,20.56,99.42,0,0.015,Medium_Load,Weekday,Monday
2018-04-23,19,157.14,35.5,2.23,97.54,0,0.0175,Medium_Load,Weekday,Monday
2018-04-23,20,172.26,10.41,2.23,99.82,0,0.02,Medium_Load,Weekday,Monday
2018-04-23,21,139.42,2.88,18.75,99.98,0,0.0175,Medium_Load,Weekday,Monday
2018-04-23,22,21.2,0,100.97,100,0,0,Medium_Load,Weekday,Monday
2018-04-23,23,15.49,13.72,12.02,74.86,0,0,Medium_Load,Weekday,Monday
2018-04-23,24,15.05,14.94,0,0,100,0,Light_Load,Weekday,Monday
2018-04-24,1,15.31,16.67,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,2,13.54,17.88,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,3,13.75,18.18,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,4,13.06,17.68,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,5,13.32,15.28,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,6,12.77,17.46,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,7,13.15,15.99,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,8,18.26,17.97,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-24,9,186.44,131.66,0.04,0,100,0.0225,Light_Load,Weekday,Tuesday
2018-04-24,10,220.29,57.1,0,96.8,0,0.025,Medium_Load,Weekday,Tuesday
2018-04-24,11,193.39,35.43,0,98.36,0,0.02,Maximum_Load,Weekday,Tuesday
2018-04-24,12,236.27,135.25,0,86.79,0,0.03,Maximum_Load,Weekday,Tuesday
2018-04-24,13,24.38,1.98,99.11,99.67,0,0,Medium_Load,Weekday,Tuesday
2018-04-24,14,198.94,87.73,6.98,91.5,0,0.0225,Maximum_Load,Weekday,Tuesday
2018-04-24,15,200.48,67.82,0,94.73,0,0.025,Maximum_Load,Weekday,Tuesday
2018-04-24,16,225.15,92.06,0,92.56,0,0.03,Maximum_Load,Weekday,Tuesday
2018-04-24,17,260.79,110.87,0,92.03,0,0.03,Maximum_Load,Weekday,Tuesday
2018-04-24,18,199.33,54.43,17.39,96.47,0,0.0225,Medium_Load,Weekday,Tuesday
2018-04-24,19,282.14,125.2,0.68,91.4,0,0.0325,Medium_Load,Weekday,Tuesday
2018-04-24,20,200.16,53.86,0,96.57,0,0.0225,Medium_Load,Weekday,Tuesday
2018-04-24,21,293.55,82.51,4.82,96.27,0,0.035,Medium_Load,Weekday,Tuesday
2018-04-24,22,22.62,0,104.11,100,0,0,Medium_Load,Weekday,Tuesday
2018-04-24,23,15.04,12.53,14.4,76.83,0,0,Medium_Load,Weekday,Tuesday
2018-04-24,24,14.4,13.64,0,0,100,0,Light_Load,Weekday,Tuesday
2018-04-25,1,14.4,13.36,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-25,2,14.04,12.99,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-25,3,13.06,14.44,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-25,4,12.2,13.67,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-25,5,12.24,14.01,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-25,6,13.32,15.87,0,0,100,0,Light_Load,Weekday,Wednesday
2018-04-25,7,13.18,16.95,0,0,100,0,Light_Load,Weekday,Wednesday
